project_index,omniclass_element,life_cycle_stage,gwp,ep,ap,sfp,odp,nred
134,Interiors - Construction,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
134,Interiors - Construction,C2-C4,0.6,0.0,0.0,0.052,1.0455939999999999e-13,9.1
134,Interiors - Construction,D,-890.7,-0.06999999999999999,-1.75,-24.718999999999998,6.305839e-06,-8326.1
134,Interiors - Finishes,A1-A3,22219.2,3.48,45.02,750.994,0.0001889238500241,358692.5
134,Interiors - Finishes,A4,1096.0,0.4,5.05,167.891,3.755400344e-11,15564.1
134,Interiors - Finishes,B4-B5,42975.1,13.31,127.34,2202.359,0.00061547163423572,783043.7999999999
134,Interiors - Finishes,C2-C4,2784.7,0.85,12.48,239.027,5.658266997e-10,41457.9
134,Interiors - Finishes,D,-1471.0,-0.15000000000000002,-2.9299999999999997,-42.278,-5.505442699999999e-10,-20831.8
134,Shell - Enclosure,A1-A3,19566.5,3.89,81.8,1109.246,0.000233051949532,241903.2
134,Shell - Enclosure,A4,561.5,0.19,2.57,85.935,1.92226995e-11,7966.400000000001
134,Shell - Enclosure,B4-B5,2469.2,0.72,16.7,223.46699999999998,2.2252897078e-05,32718.199999999997
134,Shell - Enclosure,C2-C4,153.7,0.02,0.6799999999999999,13.889,2.781198167e-11,2422.2999999999997
134,Shell - Enclosure,D,-9464.0,-0.76,-19.33,-269.524,6.542358817078e-05,-88871.4
134,Shell - Superstructure,A1-A3,6099.200000000001,1.05,31.09,395.279,-5.55092912e-06,50084.4
134,Shell - Superstructure,A4,39.4,0.02,0.18,6.034,1.349702e-12,559.4
134,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
134,Shell - Superstructure,C2-C4,753.9,0.09,1.73,34.439,6.888507e-11,5998.700000000001
134,Shell - Superstructure,D,-323.7,-0.019999999999999997,-0.54,-4.448999999999999,2.4050741216e-06,-2985.6000000000004
135,Interiors - Construction,A1-A3,200726.19999999998,37.53,826.2,11643.300000000001,0.002467017452794,2421199.0
135,Interiors - Construction,A4,2493.2,0.89,11.56,381.726,8.538627957e-11,35387.4
135,Interiors - Construction,B4-B5,57507.5,14.94,272.5,3550.86,0.000481619216377,591372.3
135,Interiors - Construction,C2-C4,12252.4,4.54,48.97,251.62099999999998,2.11937712156e-10,14730.9
135,Interiors - Construction,D,-122678.6,-11.48,-283.08,-3953.478,0.000906240793253,-1323633.5
135,Interiors - Finishes,A1-A3,258509.2,74.02,713.2,8662.663,0.006121265108812037,4417140.2
135,Interiors - Finishes,A4,6560.3,2.39,31.46,1022.174,2.24385286875e-10,93054.4
135,Interiors - Finishes,B4-B5,569254.0,283.0,1793.33,22544.192,0.019043978309941756,9699373.7
135,Interiors - Finishes,C2-C4,26162.2,11.2,111.79,2009.361,4.38127135397e-09,344299.6
135,Interiors - Finishes,D,-54229.3,-5.26,-126.16,-1721.914,6.0564629631189e-05,-709065.0
135,Shell - Enclosure,A1-A3,117019.8,39.92,732.12,6002.046,0.00113416789492002,1443677.6
135,Shell - Enclosure,A4,993.2,0.33,4.55,152.142,3.4032918591e-11,14104.4
135,Shell - Enclosure,B4-B5,12176.5,4.08,77.77,1046.138,2.50305573996e-05,149676.7
135,Shell - Enclosure,C2-C4,2427.7,0.74,10.27,117.952,2.01488365604e-10,17115.0
135,Shell - Enclosure,D,-39366.4,-5.8100000000000005,-274.28,-2466.1099999999997,-4.753348414019e-05,-425732.9
135,Shell - Superstructure,A1-A3,249184.69999999998,45.45,1170.35,16009.358999999999,0.001155016399593827,2299980.0
135,Shell - Superstructure,A4,1748.6,0.63,8.09,267.748,5.9890589113e-11,24820.7
135,Shell - Superstructure,B4-B5,2688.4,0.57,11.13,157.746,2.830614091495e-05,31171.7
135,Shell - Superstructure,C2-C4,17984.3,2.15,41.709999999999994,817.1940000000001,1.6292947492699998e-09,141815.1
135,Shell - Superstructure,D,-47110.2,-3.6300000000000003,-91.09,-1211.506,0.0003366471666427642,-443360.3
135,Substructure,A1-A3,328.29999999999995,0.04,1.3800000000000001,16.375999999999998,-1.4794512799999999e-06,3969.3
135,Substructure,A4,4.0,0.0,0.01,0.62,1.38489586e-13,57.50000000000001
135,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
135,Substructure,C2-C4,2.3000000000000003,0.0,0.01,0.20700000000000002,4.1754503900000004e-13,36.3
135,Substructure,D,-90.5,-0.01,-0.17,-2.526,6.4092265e-07,-848.8
135,Unknown,A1-A3,42517.2,4.71,221.5,2018.021,1.5163389504499997e-05,493476.3
135,Unknown,A4,306.0,0.09999999999999999,1.43,46.839,1.0476743e-11,4342.099999999999
135,Unknown,B4-B5,799.3000000000001,0.33,4.56,59.893,1.105679893e-07,5768.9
135,Unknown,C2-C4,498.9,0.18,2.0,11.147,1.07447709e-11,787.5
135,Unknown,D,-19044.9,-2.0300000000000002,-118.30000000000001,-944.9549999999999,1.4171534762999999e-05,-186669.7
136,Interiors - Construction,A1-A3,758.1,0.23,5.49,87.95400000000001,5.1511022965e-06,10649.4
136,Interiors - Construction,A4,46.2,0.0,0.21,7.0489999999999995,1.57688724e-12,653.7
136,Interiors - Construction,B4-B5,249.9,0.11,1.58,18.277,4.81539e-08,1728.4
136,Interiors - Construction,C2-C4,1013.5,0.37,4.04,20.283,1.62814741e-11,1107.4
136,Interiors - Construction,D,41.4,-0.05,-1.98,-25.481,1.5957199165e-06,-8229.5
136,Interiors - Finishes,A1-A3,2827.7,0.34,4.4,88.664,3.662530860887e-07,45467.0
136,Interiors - Finishes,A4,136.6,0.02,0.58,20.911,4.6762332959e-12,1937.8
136,Interiors - Finishes,B4-B5,5336.6,0.91,14.73,298.418,1.8223451336e-09,100571.8
136,Interiors - Finishes,C2-C4,435.0,0.05,1.99,39.131,3.16371168949e-10,6840.7
136,Interiors - Finishes,D,0.8,0.0,0.0,0.255,-1.8127509e-12,10.1
136,Shell - Enclosure,A1-A3,1084.6000000000001,0.41,7.59,86.315,2.6883419082e-06,15305.5
136,Shell - Enclosure,A4,31.599999999999998,0.01,0.13,4.848,1.084826023e-12,449.6
136,Shell - Enclosure,B4-B5,933.1,0.31,6.49,83.685,4.2328476e-09,13171.7
136,Shell - Enclosure,C2-C4,50.5,0.03,0.25,3.2800000000000002,5.93540843e-12,511.4
136,Shell - Enclosure,D,-18.3,0.0,-0.22999999999999998,-2.62,-1.4499462649999998e-07,-426.0
136,Shell - Superstructure,A1-A3,6811.2,1.3199999999999998,37.17,490.091,8.1102161669167e-06,61338.9
136,Shell - Superstructure,A4,91.7,0.03,0.41,14.055,3.1437552627e-12,1302.8
136,Shell - Superstructure,B4-B5,603.5,0.25,3.71,44.114999999999995,1.08568434126e-07,4797.0
136,Shell - Superstructure,C2-C4,1868.3000000000002,0.79,6.92,58.012,8.655542302499999e-11,7175.3
136,Shell - Superstructure,D,-152.39999999999995,-0.1,-2.8,-33.107,3.505100164422e-06,-12204.5
136,Unknown,A1-A3,40.0,0.02,0.44,7.590999999999999,1.8989239e-09,644.9
136,Unknown,A4,4.9,0.0,0.02,0.762,1.7042881e-13,70.6
136,Unknown,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
136,Unknown,C2-C4,123.70000000000002,0.05,0.49,2.4749999999999996,1.98458509e-12,134.9
136,Unknown,D,28.6,0.0,-0.17,-2.025,-3.4266178999999994e-10,-644.9
137,Interiors - Construction,A1-A3,348357.0,56.71,1248.68,16662.291,0.001842794500029994,4217155.8
137,Interiors - Construction,A4,4481.1,1.54,20.68,686.122,1.5347553135e-10,63606.2
137,Interiors - Construction,B4-B5,12481.4,10.72,89.12,1776.727,0.00020033279668869,156073.7
137,Interiors - Construction,C2-C4,2306.1,2.54,14.09,99.158,1.407039639143e-10,11676.0
137,Interiors - Construction,D,-146532.8,-11.9,-292.23,-4148.8769999999995,0.0010427618041983127,-1397595.9
137,Interiors - Finishes,A1-A3,302142.9,44.75,809.65,12121.741,0.0006514533500891354,4321163.4
137,Interiors - Finishes,A4,11037.2,4.0200000000000005,51.23,1689.937,3.780123973778e-10,156662.4
137,Interiors - Finishes,B4-B5,294802.1,50.9,784.06,12817.372,0.00042308455073464154,4367019.6
137,Interiors - Finishes,C2-C4,49849.0,13.4,218.04999999999998,3538.094,8.03842066194627e-08,586041.7
137,Interiors - Finishes,D,-9765.5,-2.62,-69.03,-859.178,9.498789148224724e-05,-274309.6
137,Shell - Enclosure,A1-A3,709827.2,188.38,4222.14,48169.193,0.005558526254145681,9095602.6
137,Shell - Enclosure,A4,18202.7,6.75,84.3,2787.1910000000003,6.234477352739e-10,258381.1
137,Shell - Enclosure,B4-B5,399305.0,150.46,2928.9,37423.094,0.000886219559710136,5461970.2
137,Shell - Enclosure,C2-C4,14863.7,3.78,64.01,1303.721,7.747799192731683e-07,226156.5
137,Shell - Enclosure,D,-101128.1,-9.77,-480.03999999999996,-4244.104,0.0002778824456652521,-959526.9
137,Shell - Superstructure,A1-A3,841228.5,104.49000000000001,4286.26,26813.649,0.00038846710781272,10038390.1
137,Shell - Superstructure,A4,17518.4,6.58,81.17,2682.2889999999998,5.999864532068001e-10,248657.0
137,Shell - Superstructure,B4-B5,33798.4,6.33,134.98,1928.83,0.000368232092890022,396051.3
137,Shell - Superstructure,C2-C4,12589.199999999999,1.84,35.26,673.851,1.33690385094e-09,116262.2
137,Shell - Superstructure,D,26998.399999999994,2.25,68.50999999999999,876.977,-0.00016223745119491896,244811.0
137,Substructure,A1-A3,811.5,0.1,3.4099999999999997,40.486,-3.65775032e-06,9813.5
137,Substructure,A4,10.0,0.0,0.05,1.531,3.42396458e-13,141.9
137,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
137,Substructure,C2-C4,5.6,0.0,0.03,0.515,1.03232854e-12,89.60000000000001
137,Substructure,D,-223.8,-0.02,-0.43,-6.245,1.58460364e-06,-2098.6
137,Unknown,A1-A3,372.0,0.05,1.41,19.528,3.793727085e-06,4434.400000000001
137,Unknown,A4,3.3999999999999995,0.0,0.01,0.5549999999999999,1.24210211e-13,51.3
137,Unknown,B4-B5,337.0,0.05,1.3,18.538000000000004,3.973430087e-06,4019.0
137,Unknown,C2-C4,0.1,0.0,0.0,0.012,2.398724797e-14,2.0
137,Unknown,D,-372.3,-0.02,-0.75,-10.539000000000001,2.580436644e-06,-3484.5
138,Interiors - Construction,A1-A3,144296.8,35.24,709.6,11348.178,0.0009363868191938,1666214.1
138,Interiors - Construction,A4,6472.3,2.35,30.0,991.065,2.2168596732e-10,91874.9
138,Interiors - Construction,B4-B5,45690.3,19.05,285.59,3431.873,8.438451755e-06,341774.1
138,Interiors - Construction,C2-C4,83890.8,30.66,338.39,2031.882,2.173073217368e-09,165082.0
138,Interiors - Construction,D,-17467.8,-9.03,-220.51,-2841.953,0.00029511092461269,-945024.6
138,Interiors - Finishes,A1-A3,754035.4,91.93,1023.3199999999999,21558.572,0.0015355680697721249,11511660.5
138,Interiors - Finishes,A4,30508.0,11.27,141.22,4671.166,1.044864197028e-09,433032.3
138,Interiors - Finishes,B4-B5,1028471.2000000001,152.03,2317.49,48941.501,6.65055221014e-06,17937253.0
138,Interiors - Finishes,C2-C4,127205.9,29.14,575.98,11381.537,2.28164402970876e-08,1987911.1
138,Interiors - Finishes,D,764.9,0.08000000000000002,0.8700000000000001,120.66400000000002,1.32858307491917e-06,-5675.999999999999
138,Shell - Enclosure,A1-A3,513825.1,103.27,2118.3,25427.262,0.004520065937801067,7760418.0
138,Shell - Enclosure,A4,11873.6,4.29,54.74,1817.886,4.06632558919e-10,168523.4
138,Shell - Enclosure,B4-B5,182612.7,54.4,1002.9200000000001,14876.655999999999,0.00022502789529285001,2765130.3
138,Shell - Enclosure,C2-C4,41175.9,20.3,190.92000000000002,2298.843,3.9870300483969e-09,340861.0
138,Shell - Enclosure,D,-27172.7,-3.75,-101.95,-1184.181,0.000215731832532527,-422538.1
138,Shell - Superstructure,A1-A3,5188630.2,877.0400000000001,22255.899999999998,300713.873,-0.0010289722014060602,40892390.9
138,Shell - Superstructure,A4,39525.6,14.85,183.1,6051.863,1.35370709379e-09,561027.8
138,Shell - Superstructure,B4-B5,202202.4,82.01,1201.01,15931.972,0.0008445888024695599,1409480.8
138,Shell - Superstructure,C2-C4,679852.0,213.64000000000001,2066.81,27500.129999999997,5.0396476350604e-08,4334567.5
138,Shell - Superstructure,D,-185650.5,-30.96,-783.98,-8208.476,0.001827823161124045,-3728443.8
138,Substructure,A1-A3,172.0,0.03,0.72,8.583,-7.754952e-07,2080.5
138,Substructure,A4,2.1,0.0,0.01,0.325,7.259303e-14,30.099999999999998
138,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
138,Substructure,C2-C4,1.2999999999999998,0.0,0.0,0.109,2.1886764999999999e-13,19.0
138,Substructure,D,-47.5,0.0,-0.09000000000000001,-1.3239999999999998,3.359579e-07,-444.9
138,Unknown,A1-A3,892.0,0.43,9.84,161.932,2.46790789e-07,14975.9
138,Unknown,A4,100.60000000000001,0.03,0.47,15.406,3.4462616e-12,1428.1
138,Unknown,B4-B5,1153.5,0.49,7.29,84.373,2.223e-07,7979.1
138,Unknown,C2-C4,2337.6,0.87,9.35,46.755,3.7493062e-11,2549.0
138,Unknown,D,693.4,-0.17,-4.03,-50.382,-8.5254818e-09,-16044.6
139,Interiors - Construction,A1-A3,233910.5,91.74,1009.34,14490.732,0.00322771120868944,2925690.8
139,Interiors - Construction,A4,3720.9,1.3800000000000001,17.15,569.739,1.27442034909e-10,52816.9
139,Interiors - Construction,B4-B5,80656.8,135.09,584.09,5669.621,0.0008946738586239,753517.2
139,Interiors - Construction,C2-C4,32293.5,75.34,289.88,982.64,6.221284806629e-10,40234.5
139,Interiors - Construction,D,-93268.3,-11.94,-286.55,-3933.213,0.0007542182617111,-1329105.6
139,Interiors - Finishes,A1-A3,257272.0,22.85,351.15999999999997,7456.028,0.00015344192043022998,4169072.1
139,Interiors - Finishes,A4,10464.8,3.8000000000000003,48.39,1602.459,3.584447219366e-10,148553.9
139,Interiors - Finishes,B4-B5,480037.10000000003,76.11,1240.6200000000001,25189.918,0.0004504565086591582,8810067.3
139,Interiors - Finishes,C2-C4,41897.5,10.38,190.99,3716.164,1.951408822231e-08,647662.6
139,Interiors - Finishes,D,-1601.5,-0.23,-5.17,-69.795,1.7149695516845e-06,-30765.1
139,Shell - Enclosure,A1-A3,512589.4,117.85,2225.17,26343.083,0.00332978349082815,7019991.100000001
139,Shell - Enclosure,A4,10630.1,3.73,49.13,1627.644,3.640782840127e-10,150887.6
139,Shell - Enclosure,B4-B5,204266.2,72.76,1090.62,14227.148,0.00081862961338825,3001498.9
139,Shell - Enclosure,C2-C4,20083.8,14.05,105.97,1581.973,2.9856453484271e-09,258846.0
139,Shell - Enclosure,D,-106472.3,-9.85,-343.55,-3697.759,0.0005582275648418042,-1045953.2
139,Shell - Superstructure,A1-A3,6777845.4,1150.93,27446.72,379354.50299999997,0.00096208171065777,46742133.1
139,Shell - Superstructure,A4,29582.5,11.1,137.1,4529.479,1.01317344421e-09,419898.6
139,Shell - Superstructure,B4-B5,64982.799999999996,12.849999999999998,251.17999999999998,3700.32,0.0005849685810259999,696293.3
139,Shell - Superstructure,C2-C4,722412.6,84.38000000000001,1654.22,32710.984,6.5344619501061e-08,5689732.9
139,Shell - Superstructure,D,-32004.4,2.3200000000000003,2.9599999999999906,3367.6620000000003,0.00033101620319324896,-298843.4
139,Unknown,A1-A3,800.9,0.14,3.16,43.522000000000006,9.927950116e-06,9508.5
139,Unknown,A4,7.6,0.0,0.03,1.168,2.61132086e-13,108.19999999999999
139,Unknown,B4-B5,19.0,0.0,0.12,1.0939999999999999,2.464116e-09,223.1
139,Unknown,C2-C4,0.3,0.0,0.0,0.026000000000000002,5.25476409e-14,4.5
139,Unknown,D,-460.5,-0.03,-1.01,-13.243,3.1171678862e-06,-4305.8
140,Shell - Enclosure,A1-A3,301037.6,293.01,1308.54,23433.7,0.0151106366,2738257.9000000004
140,Shell - Enclosure,A4,4677.099999999999,3.41,14.64,340.837,0.001123048,93516.1
140,Shell - Enclosure,B4-B5,74305.0,116.36999999999999,509.48,4134.530000000001,0.0080254,939834.8999999999
140,Shell - Enclosure,C2-C4,17915.4,42.76,582.53,146.59,0.001913603300831,25706.9
140,Shell - Superstructure,A1-A3,622785.5,73.48,2092.39,26654.28,0.0070055361698,5985441.1
140,Shell - Superstructure,A4,7498.1,5.9799999999999995,42.68,1211.102,0.001977557,213188.6
140,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
140,Shell - Superstructure,C2-C4,16055.800000000001,5.74,1014.34,49.866,0.0028225048000000003,48972.0
140,Substructure,A1-A3,441018.1,277.24,1660.37,38105.85,0.0122000177,3689451.9
140,Substructure,A4,31259.8,21.830000000000002,57.29,884.56,0.00712,492420.7
140,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
140,Substructure,C2-C4,18790.5,13.700000000000001,1158.83,72.72,0.0032630000000000003,43666.0
141,Shell - Enclosure,A1-A3,398407.39999999997,235.85,424.15000000000003,7197.119999999999,0.00190006,1481332.4
141,Shell - Enclosure,A4,32681.6,23.080000000000002,70.15,1278.94,0.007520000000000001,548526.0
141,Shell - Enclosure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
141,Shell - Enclosure,C2-C4,9399.6,6.96,579.18,36.64,0.001632,21603.1
141,Shell - Superstructure,A1-A3,97663.8,5.42,98.49000000000001,2310.52,4.84e-08,692230.3
141,Shell - Superstructure,A4,6768.2,4.8,15.040000000000001,283.03,0.001538,115326.9
141,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
141,Shell - Superstructure,C2-C4,3561.4000000000005,1.77,223.01,12.068,0.00062563,9903.2
141,Substructure,A1-A3,1715275.2,38.489999999999995,699.38,16406.61,3.48e-07,4915400.4
141,Substructure,A4,147640.1,106.67,409.03,8956.65,0.034679999999999996,2780551.5
141,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
141,Substructure,C2-C4,53116.6,39.14,3273.8399999999997,206.57,0.009296,122509.2
142,Shell - Enclosure,A1-A3,895447.0,1049.56,3001.97,40400.25,0.031586172,8729088.3
142,Shell - Enclosure,A4,23003.8,16.900000000000002,75.1,1787.01,0.005556396,470493.6
142,Shell - Enclosure,B4-B5,161445.0,169.88,1283.6100000000001,11850.51,0.015411000000000001,2716578.3
142,Shell - Enclosure,C2-C4,113999.1,108.24,1057.01,1980.889,0.006292238,53020.0
142,Shell - Superstructure,A1-A3,202676.19999999998,310.22,1127.46,18419.88,0.00339802813,2347763.1
142,Shell - Superstructure,A4,7661.299999999999,6.109999999999999,42.71,1205.95,0.0020088099999999998,214842.6
142,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
142,Shell - Superstructure,C2-C4,8170.6,92.89,309.73,1481.1229999999998,0.001095082,14644.7
142,Substructure,A1-A3,1531961.0999999999,29.189999999999998,530.37,12441.56,2.65e-07,3727478.8
142,Substructure,A4,17827.0,13.01,54.25,1249.2,0.004200000000000001,351704.5
142,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
142,Substructure,C2-C4,42731.4,32.019999999999996,2631.56,167.29,0.007366,97500.1
142,Unknown,A1-A3,52114.4,206.73,254.25,5332.15,0.0021,808611.7
142,Unknown,A4,2236.1,1.79,12.73,361.22,0.00059,63581.4
142,Unknown,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
142,Unknown,C2-C4,1934.5,33.07,48.129999999999995,531.77,0.000223,2437.7
143,Interiors - Construction,A1-A3,1705.9,7.34,7.359999999999999,92.76,0.000161,2501.1
143,Interiors - Construction,A4,30.4,0.03,0.18,4.91,8.000000000000001e-06,864.6999999999999
143,Interiors - Construction,B4-B5,67.5,0.13,0.5,4.63,1.1e-05,1030.9
143,Interiors - Construction,C2-C4,64.80000000000001,0.02,4.1,0.2,1.1427000000000001e-05,196.1
143,Interiors - Finishes,A1-A3,40407.1,8.5,106.26,1731.173,0.0009610551,580686.6
143,Interiors - Finishes,A4,1186.9,0.95,6.78,191.685,0.0003104,33740.1
143,Interiors - Finishes,B4-B5,9587.400000000001,3.9499999999999997,111.68,1146.6,0.00112,27243.9
143,Interiors - Finishes,C2-C4,3923.4,1.27,254.07,7.811,0.0006950124099999999,10167.6
143,Shell - Enclosure,A1-A3,1538744.1,144462.17,6568.89,639471.581,0.083883916204,12011209.1
143,Shell - Enclosure,A4,11987.9,9.42,64.69,1814.35,0.0031207446,330260.5
143,Shell - Enclosure,B4-B5,194903.6,84.53,529.59,7328.173000000001,0.00561605,3556855.1
143,Shell - Enclosure,C2-C4,95316.4,46.8,1164.04,912.552,0.0057809903713,62726.899999999994
143,Shell - Superstructure,A1-A3,2767581.8,2589.63,10178.88,210383.19,0.06431184464100001,15047508.700000001
143,Shell - Superstructure,A4,22819.8,18.23,129.94,3686.3,0.00597874,648858.3
143,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
143,Shell - Superstructure,C2-C4,43666.3,21.86,2743.34,229.088,0.007669749,131411.5
143,Substructure,A1-A3,1006083.2,926.91,5402.7,126126.5,0.0206646002599,6180984.1
143,Substructure,A4,12302.0,9.83,70.04,1987.27,0.003242,349798.8
143,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
143,Substructure,C2-C4,25658.600000000002,9.18,1621.06,79.71000000000001,0.0045167,78266.6
144,Shell - Enclosure,A1-A3,679532.5,1052.93,2860.73,38140.71,0.034159448,8058617.1
144,Shell - Enclosure,A4,11614.7,9.19,62.7,1757.602,0.003019196,318962.2
144,Shell - Enclosure,B4-B5,143068.4,193.39,1249.73,11198.2,0.014849,2353790.5999999996
144,Shell - Enclosure,C2-C4,102932.2,108.22,679.8399999999999,2004.828,0.00508208739,38392.6
144,Shell - Superstructure,A1-A3,169640.9,314.37,1155.54,18844.92,0.00384450882,2259789.5
144,Shell - Superstructure,A4,7837.6,6.24,44.56,1263.75,0.002056,222648.5
144,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
144,Shell - Superstructure,C2-C4,7422.4,104.2,236.45,1671.09,0.00091686,11668.2
144,Substructure,A1-A3,565233.9,12.54,227.78,5343.47,1.1e-07,1600897.5
144,Substructure,A4,7088.200000000001,5.2,22.52,529.527,0.0017109999999999998,142966.09999999998
144,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
144,Substructure,C2-C4,13849.0,9.44,856.66,52.289,0.00243335,33428.8
144,Unknown,A1-A3,61462.2,243.81,299.86,6288.58,0.0024,953653.4
144,Unknown,A4,2637.2,2.11,15.01,426.01,0.00069,74986.1
144,Unknown,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
144,Unknown,C2-C4,2281.5,39.0,56.76,627.16,0.000258,2875.0
145,Shell - Enclosure,A1-A3,1971395.6,1403.12,6428.16,67461.83,0.058579554,9165120.6
145,Shell - Enclosure,A4,11661.300000000001,9.19,60.92,1695.95,0.003014,313704.0
145,Shell - Enclosure,B4-B5,428237.9,942.8100000000001,3225.25,26223.190000000002,0.052042,4797159.2
145,Shell - Enclosure,C2-C4,47193.9,21.14,1178.96,654.468,0.00442452542,52103.299999999996
145,Shell - Superstructure,A1-A3,238990.9,11.73,207.85000000000002,4884.78,3.11021e-05,1453642.0
145,Shell - Superstructure,A4,3720.1000000000004,2.87,17.44,471.52,0.0009468999999999999,93547.1
145,Shell - Superstructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
145,Shell - Superstructure,C2-C4,7908.1,4.11,494.36,27.229,0.0013781899999999998,21599.2
145,Substructure,A1-A3,1592569.4,33.79,613.99,14403.47,3e-07,4315264.6
145,Substructure,A4,19106.4,14.010000000000002,60.699999999999996,1427.34,0.0045429,385369.19999999995
145,Substructure,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
145,Substructure,C2-C4,49385.8,36.98,3041.44,193.32,0.008609,112717.7
146,Interiors - Construction,A1-A3,22619.5,3.99,87.8,1227.911,0.000287128067,268663.3
146,Interiors - Construction,A4,217.2,0.05,1.0,33.266,7.44104989e-12,3083.8
146,Interiors - Construction,B4-B5,0.0,0.0,0.0,0.0,0.0,0.0
146,Interiors - Construction,C2-C4,8.200000000000001,0.0,0.01,0.744,1.495650893e-12,130.3
146,Interiors - Construction,D,-12740.6,-1.02,-25.02,-353.603,9.02006561e-05,-119098.2
146,Interiors - Finishes,A1-A3,73080.5,22.43,201.63,3167.45,0.000842979862495739,1177883.0999999999
146,Interiors - Finishes,A4,5458.9,2.5,46.52,1174.122,1.81224393601e-10,76281.8
146,Interiors - Finishes,B4-B5,155888.3,103.75,552.97,8096.161,0.004005611869322229,2649026.4
146,Interiors - Finishes,C2-C4,8902.8,11.34,45.34,558.7760000000001,1.101546152408e-09,93220.9
146,Interiors - Finishes,D,-14981.5,-1.4800000000000002,-30.23,-434.759,-5.8940459152e-09,-212785.4
146,Shell - Enclosure,A1-A3,24150.3,5.45,162.03,1816.912,9.969010439938001e-05,293163.3
146,Shell - Enclosure,A4,634.2,0.21,2.95,97.116,2.1723189668e-11,9003.0
146,Shell - Enclosure,B4-B5,10491.4,3.6,83.0,1068.386,-3.8091141350000005e-08,138615.0
146,Shell - Enclosure,C2-C4,1440.5,5.250000000000001,11.99,57.644,8.9289974338e-11,7738.2
146,Shell - Enclosure,D,-7682.5,-0.8300000000000001,-50.87,-395.04499999999996,-2.798996257256e-07,-74976.40000000001
146,Shell - Superstructure,A1-A3,43037.1,8.48,203.39999999999998,2830.275,0.0006030480117671001,470097.7
146,Shell - Superstructure,A4,394.59999999999997,0.14,1.84,60.428999999999995,1.351720162e-11,5602.1
146,Shell - Superstructure,B4-B5,646.2,0.22,5.34,66.304,2.6255478e-10,8187.8
146,Shell - Superstructure,C2-C4,1749.7000000000003,0.2,4.07,80.456,1.6078677429999998e-10,14000.9
146,Shell - Superstructure,D,-15055.199999999999,-1.19,-29.38,-408.041,0.0001067487032217,-141129.3
146,Unknown,A1-A3,501.9,0.21000000000000002,2.13,52.428,3.56248667e-09,7647.6
146,Unknown,A4,13.3,0.0,0.06,2.0389999999999997,4.561524399999999e-13,189.1
146,Unknown,B4-B5,864.6999999999999,0.35000000000000003,3.5999999999999996,62.958000000000006,6.8756024500000005e-09,8614.1
146,Unknown,C2-C4,325.6,0.12,1.3,6.523999999999999,5.24047276e-12,356.8
146,Unknown,D,123.7,-0.04,-0.86,-10.727,-1.8151802e-09,-3416.1000000000004
147,Interiors - Construction,A1-A3,142160.0,25.06,531.34,7639.615,0.0016328371040972,1623069.5999999999
147,Interiors - Construction,A4,2054.5,0.73,9.53,314.562,7.0362707326e-11,29160.899999999998
147,Interiors - Construction,B4-B5,1018.0,0.43,6.44,74.461,1.96184e-07,7041.7
147,Interiors - Construction,C2-C4,2375.9,0.63,10.43,168.982,3.22325111398e-10,27869.8
147,Interiors - Construction,D,-72252.1,-5.84,-143.76,-2014.016,0.00051406389794478,-684678.4
147,Interiors - Finishes,A1-A3,174748.7,19.54,329.1,5628.353,0.00043924873665762796,2835222.3
147,Interiors - Finishes,A4,6000.3,2.12,27.51,918.976,2.055617565787e-10,85193.0
147,Interiors - Finishes,B4-B5,328843.7,52.730000000000004,945.1,18000.501,0.0001503832232294241,6071127.1
147,Interiors - Finishes,C2-C4,24461.4,5.46,110.83,2196.949,4.4083603918838e-09,384144.8
147,Interiors - Finishes,D,-4519.8,-0.37000000000000005,-8.96,-124.067,3.2258790497927e-05,-43018.6
147,Shell - Enclosure,A1-A3,197109.69999999998,31.89,254.71,2854.98,0.10823097178434991,727412.9
147,Shell - Enclosure,A4,807.4,0.27,3.65,123.607,2.76514539351e-11,11460.1
